Series ID,Year,Period,Label,Value
CES4244110001,2020,M12,2020 Dec,1221.4
CES4244110001,2021,M01,2021 Jan,1218.6
CES4244110001,2021,M02,2021 Feb,1220.5
CES4244110001,2021,M03,2021 Mar,1222.5
CES4244110001,2021,M04,2021 Apr,1223.1
CES4244110001,2021,M05,2021 May,1220.8
CES4244110001,2021,M06,2021 Jun,1225.6
CES4244110001,2021,M07,2021 Jul,1224.1
CES4244110001,2021,M08,2021 Aug,1223.9
CES4244110001,2021,M09,2021 Sep,1226.0
CES4244110001,2021,M10,2021 Oct,1222.5
CES4244110001,2021,M11,2021 Nov,1225.9
CES4244110001,2021,M12,2021 Dec,1226.4
CES4244110001,2022,M01,2022 Jan,1228.4
CES4244110001,2022,M02,2022 Feb,1231.8
CES4244110001,2022,M03,2022 Mar,1235.3
